date,bases,open_access_bases,bytes,open_access_bytes
"01/13/2011",72438142011071,61640957409112,136020510592610,118436534352011
"01/14/2011",72536080195829,61737378573152,136477306337352,118890010169204
"01/15/2011",72536974410928,61738272788251,136479564846659,118892268678511
"01/16/2011",72569836534728,61771134912051,136499894305150,118912598137002
"01/17/2011",72570229715197,61771528092520,136500734806262,118913438638114
"01/18/2011",72590885933914,61791947827967,136518083650203,118930262137369
"01/19/2011",72613728350582,61814790244635,136535417858617,118947596345783
"01/20/2011",72646155540944,61847217434997,136558696477806,118970874964972
"01/21/2011",72656540206256,61857040074250,136601615790087,119012559376823
"01/23/2011",72656715372896,61857215240890,136601682839887,119012626426623
"01/24/2011",72711555124436,61910969325821,136655763234955,119064122461166
"01/25/2011",72739651339413,61938742062099,136677721896991,119085300420256
"01/26/2011",72741778332921,61940869055607,136679279893107,119086858416372
"01/27/2011",72755929477238,61955020199924,136690422527805,119098001051070
"01/28/2011",74582003238163,63779821587749,138230592771473,120637200510379
"01/29/2011",74645202728763,63843021078349,138267024503771,120673632242677
"01/31/2011",74692177555316,63889995904902,138301854908611,120708462647517
"02/01/2011",74835577623927,64033395973513,138887863016625,121294470755531
"02/02/2011",74844833898839,64042652248425,138981537414706,121388145153612
"02/03/2011",75351926768322,64549745117908,140741203939955,123147811678861
"02/04/2011",76077433914185,65275252263771,141341295888568,123747903627474
"02/05/2011",76122649570955,65320467920541,141368743138861,123775350877767
"02/06/2011",76230436216833,65428254566419,141438969130134,123845576869040
"02/07/2011",77845450544652,67043268894238,142427404480797,124834012219703
"02/08/2011",78346294849673,67544113199259,142818580175461,125225187914367
"02/09/2011",78567412526683,67765230876269,142938111135095,125344718874001
"02/10/2011",80174240837628,69269751849274,145198907217938,127562838460072
"02/11/2011",83841590010314,70992785937697,147167969114985,128670985881184
"02/12/2011",83872282085946,71023478013329,147214842509719,128717859275918
"02/13/2011",83884076586596,71035272513979,147222740216884,128725756983083
"02/14/2011",83953226375463,71104422302846,147269880573358,128772897339557
"02/15/2011",84929247753860,71497414288667,147969231231442,129308046627761
"02/16/2011",85294990185298,71863156720105,148295610430062,129634425826381
"02/17/2011",86226378031757,72794544566564,148911714269476,130250529665795
"02/18/2011",86287915975594,72856082510401,148964853808680,130303669204999
"02/20/2011",86597584795988,73165751330795,149760283068186,131099098464505
"02/21/2011",86597910142714,73166076677521,149761007231881,131099822628200
"02/22/2011",86639092477695,73207259012502,149794220618974,131133036015293
"02/23/2011",86786678721568,73354845256375,149916542534769,131255357931088
"02/24/2011",87039235679886,73607402214693,150039938866436,131378754262755
"02/25/2011",87322929722127,73891096256934,150555591678075,131894407074394
"02/28/2011",89439657796060,73903021010949,151466020336380,131905245562654
"03/01/2011",91996682099719,74245189248285,152735236158696,132180307703277
"03/02/2011",92782062207777,74248361277175,153093847108389,132182843581773
"03/03/2011",93997229435911,74365008074869,153661268047630,132253083713651
"03/04/2011",94005180183484,74372958822442,153666466147848,132258281813869
"03/07/2011",96130524232373,74373267846440,154510730776218,132258959894072
"03/08/2011",96902549231003,74398722390174,154814216032136,132273364963508
"03/09/2011",97851148753217,74444165333184,155190072701605,132303471380136
"03/10/2011",97950638221360,74543654801327,155264587751261,132377986429792
"03/11/2011",98350320041027,74863247674010,155517485010994,132597697857122
"03/12/2011",100465051052096,76977978685079,156977329016721,134057541862849
"03/14/2011",101482302022734,77730889746977,157584704108964,134547417440090
"03/15/2011",103008394989140,79256982713383,158739376605730,135702089936856
"03/16/2011",103252749449643,79500851015902,158951276281391,135912921599536
"03/17/2011",104706273089728,80097110480822,159662307885027,136309328048577
"03/18/2011",113057194885598,86119020647801,164720400161045,140567020932930
"03/20/2011",113191430391519,86119020647801,164757770097435,140567020932930
"03/21/2011",113388338474298,86315899324792,164888680640562,140697858974601
"03/22/2011",113453204749487,86380655638418,164939490620573,140748424189869
"03/23/2011",113693572223923,86576585203601,165101759367040,140887394056445
"03/24/2011",113729667433057,86612680412735,165124013061521,140909647750926
"03/25/2011",114577643327137,87460609009057,165733995884111,141519519520002
"03/26/2011",114584613542244,87467579224164,165741847429725,141527371065616
"03/27/2011",114587908323253,87470874005173,165749853467039,141535377102930
"03/28/2011",114857459658866,87740425340786,165980105531968,141765629167859
"03/29/2011",114911985242466,87794950924386,166020257328533,141805780964424
"03/30/2011",115287347978744,88170303576030,166233034945634,142018533866401
"03/31/2011",115667758174779,88550713772065,166416504704207,142202003624974
"04/01/2011",117713898575844,90596854173130,167888805181534,143674304102301
"04/02/2011",117750310557953,90633266155239,167916712458881,143702211379648
"04/03/2011",117862006211590,90744961808876,168007864154412,143793363075179
"04/04/2011",118162321863221,91045277460507,168221091501210,144006590421977
"04/05/2011",118700824856823,91583780454109,168617017738254,144402516659021
"04/06/2011",119257652083568,92121366578425,169043064444113,144800787835071
"04/07/2011",119378912197923,92242626692780,169155043154885,144912766545843
"04/08/2011",119598302662260,92462012534071,169296284105067,145053996918794
"04/09/2011",119780810434100,92644520305911,169427213185752,145184925999479
"04/10/2011",119998383449108,92862093320919,169605160622743,145362873436470
"04/11/2011",120580593189037,93444303060848,169989118969830,145746831783557
"04/12/2011",120601212198972,93464922070783,170005801168201,145763513981928
"04/13/2011",120693703102479,93557412974290,170071184351274,145828897165001
"04/14/2011",120729816652030,93593526523841,170095083886216,145852796699943
"04/15/2011",121898280503982,93605727930483,170944486127540,145865811930786
"04/16/2011",121903829583258,93611277009759,170957379926017,145878705729263
"04/18/2011",122030451164483,93737898590984,171024509537985,145945835341231
"04/19/2011",122031080282117,93738523328848,171026054819638,145947371181378
"04/20/2011",122036919981181,93744363027912,171030603064789,145951919426529
"04/21/2011",122087626772504,93795069819235,171060771932228,145982088293968
"04/22/2011",122094706021786,93802149068517,171068009033207,145989325394947
"04/23/2011",122104696384730,93812139431461,171073818821268,145995135183008
"04/24/2011",122105083554741,93812526601472,171074732139759,145996048501499
"04/25/2011",122109099059340,93816542106071,171077437214348,145998753576088
"04/26/2011",122401443264986,94108434748053,171256233712958,146176526442822
"04/27/2011",122657145713748,94363973929101,171460944515093,146380876503947
"04/28/2011",123383549837561,95090378052914,171924489671672,146844421660526
"04/29/2011",123897439204815,95604267420168,172228245931656,147148177920510
"04/30/2011",124234838553461,95941666768814,172399125880661,147319057869515
"05/01/2011",125040624190230,96747452405583,173107340429302,148027272418156
"05/02/2011",125078282411700,96784427958228,173136605354185,148055003428863
"05/03/2011",125269678921864,96975824468392,173249828317448,148168226392126
"05/04/2011",125405274915961,97099150215594,173345975937347,148256097611636
"05/05/2011",125624470975174,97318346274807,173516749598772,148426871273061
"05/06/2011",125783164901210,97476877177167,173610731535450,148520494202855
"05/07/2011",125783646035076,97477358311033,173611731131654,148521493799059
"05/08/2011",125783683631803,97477395907760,173611819525811,148521582193216
"05/09/2011",125805810762283,97499297629215,173623977745069,148533224184422
"05/10/2011",127272256052569,98965742919501,174685399969426,149594646408779
"05/11/2011",127309309379444,99002796246376,174718740676689,149627987116042
"05/12/2011",127492361980931,99185848847863,174857151989428,149766398428781
"05/13/2011",127567410903937,99260897770869,174904342206973,149813588646326
"05/14/2011",127572750491030,99266237357962,174919081003649,149828327443002
"05/16/2011",127580831462355,99274318329287,174924698546214,149833944985567
"05/17/2011",127750401988952,99443888855884,175046420973983,149955667413336
"05/18/2011",127857649676456,99551134643739,175127763184800,150037003565803
"05/19/2011",128477106917046,99563627985963,175424924032109,150045644763264
"05/20/2011",128486472767560,99572993458153,175433518989733,150054238063305
"05/21/2011",128487739536592,99574260227185,175437219144900,150057938218472
"05/22/2011",129450174734132,99663455422257,175915766663558,150123749320608
"05/23/2011",129802212186100,99879797432149,176176701115340,150319343129422
"05/24/2011",130173297672154,100037862546797,176377014859644,150417812745255
"05/25/2011",130766949216975,100084542253455,176667791063290,150444307665031
"05/26/2011",131240381506022,100098011547554,176922665439020,150477059530165
"05/27/2011",131326325382926,100183955424458,177023553492534,150577947583679
"05/28/2011",131328141959810,100185772001342,177025912607665,150580306698810
"05/30/2011",131339062580459,100196692621991,177032673230025,150587067321170
"05/31/2011",131361493414579,100219123456111,177051068172037,150605462263182
"06/01/2011",131579419702196,100437047942391,177286443571099,150840831405408
"06/02/2011",132068440252504,100926068492699,177646149102330,151200536936639
"06/03/2011",132273344863954,101130973104149,177780468037735,151334855872044
"06/05/2011",132465233108634,101322861348829,177896714699589,151451102533898
"06/06/2011",133916511475203,101428382929517,178595265766164,151514710311206
"06/07/2011",133996272711133,101487519856568,178639611290954,151549247981369
"06/08/2011",134803814345480,101913177689902,179080957707663,151808756809610
"06/09/2011",135244111953382,102353475297804,179368288337329,152096087439276
"06/10/2011",135286748697025,102396112041447,179403930529433,152131729631380
"06/12/2011",135295363086895,102404726431317,179409384699289,152137183801236
"06/13/2011",135300304931244,102409666196648,179413952078781,152141745204567
"06/14/2011",135445287875146,102554646876082,179522400356677,152250188333578
"06/15/2011",135706939165936,102816298166872,179686219975207,152414007952108
"06/16/2011",135778673974470,102888032975406,179738568217095,152466356193996
"06/17/2011",135891932852170,103001291853106,179803476823240,152531264800141
"06/19/2011",135927791857363,103037150858299,179845963116897,152573751093798
"06/20/2011",135938078530374,103047437531310,179853311470590,152581099447491
"06/21/2011",135941836006314,103051195007250,179855851814785,152583639791686
"06/22/2011",136132068517452,103241427518388,180024445995381,152752233972282
"06/23/2011",136305843502685,103415194526296,180259325528975,152987095021255
"06/24/2011",136518124905654,103627437586988,180392795415602,153120477679914
"06/25/2011",136811352822310,103920665503644,180574949005099,153302631269411
"06/26/2011",136834320708322,103943633389656,180589587230175,153317269494487
"06/27/2011",136862213670918,103971526352252,180608165566383,153335847830695
"06/28/2011",137410332765674,104519645447008,181054371003386,153782053267698
"06/29/2011",137974655348670,105083968030004,181516344937028,154244027201340
"06/30/2011",138088949214429,105198261895763,181671087192696,154398769457008
"07/01/2011",138122294892743,105231607574077,181710387895502,154438070159814
"07/02/2011",138953007353637,106062320034971,182225857841576,154953540105888
"07/04/2011",138959940394991,106069253076325,182230562618549,154958244882861
"07/05/2011",139419425076678,106528737758012,182565183233283,155292865497595
"07/06/2011",139649670941242,106758983622576,182709824700889,155437506965201
"07/07/2011",139784557110113,106893869791447,182800610364807,155528292629119
"07/08/2011",140204045061930,107313357743264,183043401369359,155771083633671
"07/09/2011",140233175210954,107342487892288,183065738806195,155793421070507
"07/10/2011",140351515279304,107460827960638,183136528505372,155864210769684
"07/11/2011",140413227151530,107522539832864,183181872731686,155909554995998
"07/12/2011",140413410799520,107522723480854,183182294247640,155909976511952
"07/13/2011",140747933777113,107736682868503,183374692674890,156047648834163
"07/14/2011",141420198780591,107749518701165,183668865577998,156064347237423
"07/15/2011",142946905194072,107906844299801,184350497130418,156159409065916
"07/16/2011",142955082285806,107915021391535,184356012433633,156164924369131
"07/17/2011",142989351821120,107949290926849,184380614918688,156189526854186
"07/18/2011",147117489700262,108025357010458,186227000123723,156232321911234
"07/19/2011",147462551207320,108308998038858,186446852884488,156426109864585
"07/20/2011",147613641345185,108460088176723,186545336189792,156524593169889
"07/21/2011",147729763545344,108576210376882,186622562880904,156601819861001
"07/22/2011",147954993439805,108736197425893,186760755709353,156711247973523
"07/24/2011",148410656798292,109191860784380,187033681848063,156984174112233
"07/25/2011",148416478673540,109197682659628,187038189090807,156988681354977
"07/26/2011",148630431162535,109402079209039,187171306762277,157113441079553
"07/27/2011",149550728814767,110203977570657,187761052874574,157623414885787
"07/28/2011",150147979369642,110801228125532,188232210718172,158094572729385
"07/29/2011",150449075233016,111100412222796,188401277484095,158262289613821
"07/31/2011",150449480228261,111100817218041,188402193441980,158263205571706
"08/01/2011",150568411519858,111219748509638,188486653345066,158347665474792
"08/02/2011",150720147923517,111371484913297,188583687629393,158444699759119
"08/03/2011",150742753323817,111394090313597,188605315874863,158466328004589
"08/04/2011",150760640481471,111411977471251,188617735687241,158478747816967
"08/05/2011",150777794985313,111428862800438,188636269339984,158496616360347
"08/06/2011",150777978604854,111429046419979,188636681098255,158497028118618
"08/07/2011",150800205520334,111451273335459,188650175283806,158510522304169
"08/08/2011",150869085301708,111520153116833,188699409731603,158559756751966
"08/09/2011",150940438285543,111589281054835,188749976030331,158605438483654
"08/10/2011",151112663973354,111761478589598,188856830932241,158712230412534
"08/11/2011",151171311300901,111819971663875,188905864985299,158760916083850
"08/12/2011",151361942653456,112010544933306,189021758330594,158876677726371
"08/13/2011",151363290483745,112010544933306,189024887850226,158876677726371
"08/14/2011",151372647788894,112010626440190,189046805409674,158876862492211
"08/15/2011",151472528880695,112031689087799,189092852122978,158895921003491
"08/16/2011",153032415624686,112032999539558,189747999754271,158900948975849
"08/17/2011",153711458711913,112712042626785,190209119782751,159362069004329
"08/18/2011",154589479726526,112754236642314,190594067053502,159390091804609
"08/19/2011",154590336959399,112755093875187,190594665662789,159390690413896
"08/20/2011",154595216815235,112755093875187,190598035829161,159390690413896
"08/22/2011",155739683417081,113877042434497,191359017494072,160134931659124
"08/23/2011",156071815844485,114209174861901,191581404127498,160357318292550
"08/24/2011",156190001468265,114326984332727,191656644287891,160431736709061
"08/25/2011",156342706365176,114479689229638,191757328770091,160532421191261
"08/26/2011",157014951654612,114829984509234,192138444663757,160758217363907
"08/27/2011",157014957544017,114829990398639,192138458067300,160758230767450
"08/28/2011",157036881341883,114851914196505,192155267341927,160775040042077
"08/29/2011",160309226420252,114866470940802,193681737494779,160794856959122
"08/30/2011",160755292071189,115312536591739,194008729830678,161121849295021
"08/31/2011",160967593051328,115524837571878,194165592016856,161278711481199
"09/01/2011",161533867588600,116091112109150,194566461257062,161679580721405
"09/02/2011",161573815581380,116131060101930,194590925097138,161704044561481
"09/03/2011",161640402881368,116135183010050,194643431010860,161713686190340
"09/05/2011",161760597016892,116135183010050,194719937658788,161713686190340
"09/06/2011",161887184736383,116254621617439,194796672896692,161785847191074
"09/07/2011",161913969484764,116281406365820,194813499199958,161802673494340
"09/08/2011",162073664912826,116441101793882,194912514632932,161901688927314
"09/09/2011",162240565902566,116608002783622,195047697003207,162036871297589
"09/10/2011",162241663926555,116609100807611,195050099232136,162039273526518
"09/11/2011",162280275368333,116647712249389,195069269052026,162058443346408
"09/12/2011",162405528256256,116772965137312,195160773003244,162149947297626
"09/13/2011",162462155361678,116829592242734,195198678168154,162187852462536
"09/14/2011",162623900653863,116991337534919,195316761157789,162305935452171
"09/15/2011",163198090882909,117565527763965,195680842609108,162670016903490
"09/16/2011",164068574792808,118436011673864,196210815023776,163199989318158
"09/18/2011",164075041571164,118442478452220,196214983571965,163204157866347
"09/19/2011",164180081256934,118547518137990,196286321358910,163275495653292
"09/20/2011",164231778981673,118599215862729,196326302356523,163315476650905
"09/21/2011",164241657064979,118609000241814,196335360873925,163324330724909
"09/22/2011",164328068067297,118695411244132,196400485152042,163389455003026
"09/23/2011",164371917733374,118739260910209,196433759189022,163422729040006
"09/24/2011",164382874978916,118750218155751,196444993741820,163433963592804
"09/26/2011",165493590654018,119842110318661,197148426787969,164129360045030
"09/27/2011",166097018983094,120445538647737,197548505095502,164529438352563
"09/28/2011",166587164616487,120935684281130,197857533017613,164838466274674
"09/29/2011",166667916974607,121016436639250,197904157476191,164885090733252
"09/30/2011",167368049298646,121716568963289,198354388263117,165335321520178
"10/01/2011",167623038649050,121971558313693,198531003151242,165511936408303
"10/02/2011",167816479658588,122164999323231,198647265910372,165628199167433
"10/03/2011",168284289365676,122632809030319,198943493498435,165924426755496
"10/04/2011",168392403903414,122740923568057,199007237997600,165988171254661
"10/05/2011",168666910935953,123015430600596,199192004331915,166172937588976
"10/06/2011",169399812954734,123748332619377,199656470884103,166637404141164
"10/07/2011",169908046456855,124256566121498,199980969533610,166961902790671
"10/08/2011",169948553947459,124297073612102,200009148938515,166990082195576
"10/09/2011",169969906650250,124318426314893,200024397631093,167005330888154
"10/10/2011",170053170579922,124401690244565,200081421562959,167062354820020
"10/11/2011",170680920830014,125029440494657,200714159753418,167695093010479
"10/12/2011",171780575734753,126129095399396,201428746803915,168409680060976
"10/13/2011",174068652733043,128417172397686,203042983467141,170023916724202
"10/14/2011",175448710963680,129797230628323,204002671344114,170983604601175
"10/15/2011",175453234302352,129801753966995,204004406279159,170985339536220
"10/16/2011",175829456825680,130177976490323,204274622991677,171255556248738
"10/17/2011",176493771269045,130842290933688,204808899382377,171789832639438
"10/18/2011",176868529593614,131217049258257,205077092586649,172058025843710
"10/19/2011",176988606174524,131337125839167,205183021216739,172163954473800
"10/20/2011",177041078579990,131389598244633,205221880008695,172202813265756
"10/21/2011",177113447507496,131461967172139,205259229354684,172240162611745
"10/22/2011",177116335334850,131464854999493,205260908822044,172241842079105
"10/23/2011",177167510474492,131516030139135,205294640017261,172275573274322
"10/24/2011",177957756188469,131666646054593,205699562090434,172373772550043
"10/25/2011",178215988778658,131924878644782,205843459682261,172517670141870
"10/26/2011",178431997689776,132140887555900,206067832584485,172742043044094
"10/27/2011",178503609974106,132212499840230,206124356731535,172798567191144
"10/28/2011",178715942208656,132424832074780,206257240738330,172931451197939
"10/29/2011",179759864467253,133468754333377,206938607424629,173612817884238
"10/30/2011",179805061882773,133513951748897,206970736882804,173644947342413
"10/31/2011",180268280443056,133907142090396,207260472368874,173899722093425
"11/01/2011",182105142114014,135744003761354,208599333851141,175238583575692
"11/02/2011",183311366736919,136950228384259,209385019976634,176024269701185
"11/03/2011",199935403588798,153574265236138,219442997994482,186082247719033
"11/04/2011",200617502639766,153738730807202,219752788747934,186194180906244
"11/05/2011",200617706924183,153738935091619,219753261667293,186194653825603
"11/06/2011",203175559474690,154059250666363,220998707716918,186423453875463
"11/07/2011",204121298851923,154163204629569,221461135668947,186503158328523
"11/08/2011",204263975885903,154305881663549,221563659295094,186605681954670
"11/09/2011",206069158434300,155159759961884,222549474753170,187165614241425
"11/10/2011",206406552194043,155497153721627,222782603318254,187398742806509
"11/11/2011",206413964498284,155504566025868,222788191664048,187404331152303
"11/12/2011",206430275872554,155520877400138,222798328608836,187414468097091
"11/13/2011",206572180537254,155662782064838,222894243335944,187510382824199
"11/14/2011",207624501333077,156715102860661,223577743258837,188193882747092
"11/15/2011",207778787369506,156869388897090,223672201529176,188288341017431
"11/16/2011",207858700973404,156944959240388,223733051450596,188347965956366
"11/17/2011",207885656660002,156971914926986,223759141499225,188374056004995
"11/18/2011",207955160921104,157041419188088,223810917898203,188425832403973
"11/19/2011",207960690852215,157046949119199,223815462344840,188430376850610
"11/21/2011",210581620075431,157831486135403,225165519719815,188932854040447
"11/22/2011",211290651075284,157867199454108,225505636637016,188964590588192
"11/23/2011",212859146204726,158364876386962,226403326145460,189366145976310
"11/24/2011",212859781542250,158365511724486,226404755399330,189367575230180
"11/25/2011",213724146233705,158365566155033,226800277757445,189367604302835
"11/27/2011",213816827501199,158458247422527,226884849336688,189452175882078
"11/28/2011",215917650073652,158640264922472,227899909534853,189582363419005
"11/29/2011",216178113588014,158758622548718,228043515354514,189658566450836
"11/30/2011",216816059172905,159396568133609,228457496647900,190072547744222
"12/01/2011",217074241267968,159654750228672,228973051100701,190588102197023
"12/02/2011",218609559399644,161190068360348,230067609741993,191682660838315
"12/03/2011",219624156173152,162204665133856,230920535115235,192535586211557
"12/04/2011",219680993809852,162261502770556,230960007720201,192575058816523
"12/05/2011",220410082566895,162990591527599,231589759843805,193204810940127
"12/06/2011",220971659416171,163552168376875,232008255413859,193623306510181
"12/07/2011",221130714744517,163711223705221,232156298579403,193771349675725
"12/08/2011",222442460777692,164208286915302,233003987072169,194147105574501
"12/09/2011",222698453009561,164464279147171,233171263771405,194314382273737
"12/10/2011",222700179962193,164466006099803,233175171465115,194318289967447
"12/11/2011",222792213653186,164558039790796,233241457319466,194384575821798
"12/12/2011",223069944211942,164835492854835,233457647197012,194600154426007
"12/13/2011",223313237297905,165078785940798,233624846522888,194767353751883
"12/14/2011",224015132732548,165780681375441,234123415464161,195265922693156
"12/15/2011",227119891059694,166651029927342,235466493961760,195780254761643
"12/16/2011",227276973847829,166808112715477,235581024774488,195894785574371
"12/17/2011",227286460112885,166817598980533,235589265267842,195903026067725
"12/18/2011",227294259911985,166817598980533,235591995283647,195903026067725
"12/19/2011",229178004173679,168084669694517,236821713264970,196876232777827
"12/20/2011",229508605521779,168188800280417,236991543453651,196947946639430
"12/21/2011",229750174953594,168430369712232,237144606581205,197101009766984
"12/22/2011",230423489366115,169103684124753,237630062501335,197586465687114
"12/23/2011",231082955540020,169763150298658,238112959580126,198069362765905
"12/24/2011",231216681047025,169896875805663,238206553101713,198162956287492
"12/25/2011",231240946947116,169921141705754,238224677536695,198181080722474
"12/26/2011",231408492814381,170088687573019,238374356800511,198330759986290
"12/27/2011",231631931356135,170312126114773,238525513446162,198481916631941
"12/28/2011",231826646964713,170506841723351,238629660050281,198586063236060
"12/29/2011",232142416520767,170822611279405,238861660511786,198818063697565
"12/30/2011",232242954872501,170923149631139,238926458746464,198882861932243
"12/31/2011",232300909928616,170981104687254,238967740257029,198924143442808
"01/01/2012",232385806900348,171066001658986,239034596570414,198990999756193
"01/02/2012",232680369255982,171360564014620,239229389506720,199185792692499
"01/03/2012",233589962796701,172270157555339,239946848715313,199903251901092
"01/04/2012",234904774682079,173584969440717,240709070344812,200665473530591
"01/05/2012",235628261547857,174308456306495,241191157678700,201147560864479
"01/06/2012",236177066702174,174857261460812,241565097589704,201521500775483
"01/07/2012",236503725718953,175183920477591,241769408349691,201725811535470
"01/08/2012",236533885206353,175214079964991,241788803237199,201745206422978
"01/09/2012",237076764594020,175756959352658,242153150807219,202109553992998
"01/10/2012",238152131713021,176832326471659,243012662326885,202969065512664
"01/11/2012",238988875322097,177669070080735,243470602339543,203427005525322
"01/12/2012",239526944684076,178207139442714,243789142297646,203745545483425
"01/13/2012",241181285633963,179861480392601,244697224366297,204653627552076
"01/14/2012",241659578340413,180339773099051,244996593798895,204952996984674
"01/15/2012",241836002156709,180516196915347,245110689685090,205067092870869
"01/16/2012",242010985235160,180691179993798,245219602270902,205176005456681
"01/17/2012",243262432929621,181662218841039,246059060775943,205885141944875
"01/18/2012",243634770052653,182034555964071,246306653461211,206132734630143
"01/19/2012",244194206481273,182593992392691,246697908611158,206523989780090
"01/20/2012",244528204882757,182927990794175,246907330126964,206733411295896
"01/21/2012",244631225192358,183031011103776,246975085584631,206801166753563
"01/22/2012",244733273868974,183133059780392,247048578817362,206874659986294
"01/23/2012",245618783542753,184018569454171,247574751448363,207400832617295
"01/24/2012",245842534832112,184242320743530,247721332025242,207547413194174
"01/25/2012",246345464567066,184739661230548,248021238883875,207844629538919
"01/26/2012",246416438358781,184810635022263,248069805085267,207893195740311
"01/27/2012",247139922885582,185534119549064,248574383303551,208397773958595
"01/28/2012",247212608445258,185606805108740,248625951047728,208449341702772
"01/29/2012",247250122920304,185644319583786,248643551506708,208466942161752
"01/30/2012",247539865807418,185934062470900,248843189938386,208666580593430
"01/31/2012",248359573041042,186753769704524,249460103655173,209283494310217
"02/01/2012",249257952190727,187652148854209,250035263819952,209858654474996
"02/02/2012",249596595967677,187990792631159,250295844980772,210119235635816
"02/03/2012",250404959936204,188682125519086,250811452621913,210586675975098
"02/04/2012",250426646255649,188686675290435,250823346859484,210591677840725
"02/05/2012",251252078704797,189199875237715,251282393897397,210933302047151
"02/06/2012",251553382474700,189501179007618,251485247598892,211136155748646
"02/07/2012",251987297175889,189861940530063,251781344511540,211395128702001
"02/08/2012",252975742248206,190577845439412,252400528743454,211876230890643
"02/09/2012",253483276493879,191085379685085,252793960602269,212269662749458
"02/10/2012",254333797091595,191786329375801,253317507026286,212728642951104
"02/11/2012",254707997699639,192044079092745,253550880326279,212913359486609
"02/12/2012",254711253655444,192047335048550,253558778836811,212921257997141
"02/13/2012",254943943263837,192280024656943,253809579566493,213172058726823
"02/14/2012",255548225180049,192884306573155,254240542071399,213603021231729
"02/15/2012",256330420189575,193666501582681,254758631696272,214121110856602
"02/16/2012",256687561707697,194023643100803,254993717440163,214356196600493
"02/17/2012",256911803503096,194217728616194,255132954266989,214481246752877
"02/18/2012",256956917546296,194262842659394,255161847952971,214510140438859
"02/19/2012",258396002835516,194262957311455,255806126198485,214510408506337
"02/20/2012",259831997829462,194366720147745,256479558229685,214579485540410
"02/21/2012",260418980536491,194667454343190,256798911187010,214779200648817
"02/22/2012",260604968894410,194853442701109,256919794677847,214900084139654
"02/23/2012",260942008796840,195190482603539,257143429058133,215123718519940
"02/24/2012",261075957189968,195324430996667,257237893970443,215218183432250
"02/25/2012",261093108846928,195341582653627,257252437249595,215232726711402
"02/26/2012",261095085515248,195343559321947,257253420694743,215233710156550
"02/27/2012",261473797390802,195636068013125,257529774654816,215469398405311
"02/28/2012",264073235266889,196142281363724,258947898152052,215827107781093
"02/29/2012",266286788163785,197129294089396,260286501066282,216544922573223
"03/01/2012",267340232941218,197805190227221,260928933275513,216982976513537
"03/02/2012",268819266426007,198498543632122,261800007947227,217448370798042
"03/03/2012",269542136742321,199221413948436,262271755897432,217920118748247
"03/04/2012",272669404549416,200162906476867,263946778367764,218476965462697
"03/05/2012",274608558752815,200452805957330,264974188341696,218666957205868
"03/06/2012",275282567260653,200564360203752,265344375805983,218756451320141
"03/07/2012",276391937197223,200869347793626,265926345242447,218931257114888
"03/08/2012",276435909164638,200913319761041,265955605150250,218960517022691
"03/09/2012",277061633752337,201539044348740,266370047530337,219374959402778
"03/10/2012",277352789268217,201830199864620,266532085357471,219536997229912
"03/11/2012",278937658393397,201945696930324,267295637486409,219608208460696
"03/12/2012",285080831733687,202388811262935,270279578635448,219891314944329
"03/13/2012",286119557139346,202562280434990,270804921164763,220013092075050
"03/14/2012",286386409779939,202691040384565,270958824655619,220100443729505
"03/15/2012",286743346562067,203047977166693,271174056314123,220315675388009
"03/16/2012",287060124783490,203364755388116,271377957140438,220519576214324
"03/17/2012",287173728768690,203364755388116,271424394589649,220519576214324
"03/19/2012",287376755231682,203567781851108,271561261141253,220656442765928
"03/20/2012",289809642241002,204143222059592,272916631066315,221022998808885
"03/21/2012",291271871519191,204685328226477,273654025477415,221441846676003
"03/22/2012",291750513799726,205122677495108,273994585810917,221758854653331
"03/23/2012",293069507625451,206441671320833,274907000022080,222671268864494
"03/24/2012",299030239796910,206450790201426,278015984433256,222681820228823
"03/25/2012",299033416353869,206453966758385,278018339423548,222684175219115
"03/26/2012",299127193690446,206547744094962,278080398730902,222746234526469
"03/27/2012",300190899501919,206978370504601,278599408155492,223034396277014
"03/28/2012",301907969006363,207437825327545,279410071496278,223354786448041
"03/29/2012",302320428988495,207773845419245,279616649757740,223526452692256
"03/30/2012",302365949062295,207819365493045,279648061565531,223557864500047
"03/31/2012",302371967217651,207825383648401,279652254349677,223562057284193
"04/01/2012",302426716011378,207880132442128,279689603995666,223599406930182
"04/02/2012",303146428871946,208430072922896,280329897746865,224174487852422
"04/03/2012",308587049216723,209002297921740,283057649199152,224574457102345
"04/04/2012",316993008015725,209178192857226,286777376967661,224689180555469
"04/05/2012",324559777737524,209447996606285,290012852870272,224890044959766
"04/06/2012",327555436779646,209725157900711,291445780411994,225080677310098
"04/07/2012",327556315549318,209726036670383,291447885527432,225082782425536
"04/08/2012",327661162755734,209830883876799,291512048786826,225146945684930
"04/09/2012",337970375811898,210376189599541,296748202516585,225483991768848
"04/10/2012",346042062924644,210922161632230,300931522816419,225823585014206
"04/11/2012",348585507281823,212333158833119,302414926531667,226714971082820
"04/12/2012",352683727063043,212580742726259,304453057249447,226879025740079
"04/13/2012",359796988918792,213836587543227,308273811459635,227673962452623
"04/14/2012",366630742560023,216108227941357,312123129032782,229057156998431
"04/15/2012",381502093259364,229673812625650,321467889266353,237711371357398
"04/16/2012",383810313454339,230626605206787,322700935259930,238400918251977
"04/17/2012",384629590272655,230857187538203,323031850953498,238555531070439
